City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Guerrero Negro,0,MX,1564544978,87,27.97,-114.04,66.86,9.17
Bukachacha,41,RU,1564544978,39,52.99,116.91,75.86,6.8
Bressuire,0,FR,1564544978,93,46.84,-0.49,55.99,8.05
Libano,47,IT,1564544979,83,46.15,12.16,75.2,3.36
Grand Gaube,75,MU,1564544979,94,-20.01,57.66,71.6,5.82
Talaya,40,RU,1564544979,68,55.79,84.89,69.8,13.42
Lavrentiya,94,RU,1564544979,78,65.58,-170.99,53.36,6.06
Bobrovka,100,RU,1564544980,90,52.3,45.54,54.44,2.46
Kamaishi,75,JP,1564544980,59,39.28,141.86,89.6,4.7
Anadyr,40,RU,1564544980,48,64.73,177.51,60.8,17.9
Tirat Karmel,20,IL,1564544980,83,32.76,34.97,78.8,2.24
Tomohon,20,ID,1564544681,49,1.33,124.84,91.4,8.05
Benicarlo,0,ES,1564544981,57,40.42,0.43,64.0,1.01
Axim,78,GH,1564544981,89,4.87,-2.24,74.78,9.33
Yining,15,CN,1564544981,50,29.04,114.56,96.92,1.1
Vila Franca do Campo,75,PT,1564544981,88,37.72,-25.43,71.6,11.41
Dossor,97,KZ,1564544982,50,47.52,52.98,79.46,5.95
Bone,0,DE,1564544982,93,51.97,12.14,66.99,4.7
Victoria,75,BN,1564544982,62,5.28,115.24,89.6,5.82
Saryozek,60,KZ,1564544706,24,44.36,77.98,83.6,12.15
Auki,77,NG,1564544983,87,12.18,6.51,73.7,8.14
Whitehorse,75,CA,1564544983,51,60.72,-135.06,62.6,8.05
Imeni Poliny Osipenko,100,RU,1564544983,59,52.42,136.49,73.52,9.8
Sobolevo,34,RU,1564544984,95,54.43,31.9,45.44,10.25
Aras,0,ES,1564544984,87,42.56,-2.36,55.0,3.36
Okha,68,RU,1564544984,77,53.59,142.95,58.58,13.35
Kachiry,61,KZ,1564544984,45,53.07,76.1,76.4,11.52
Vigrestad,90,NO,1564544985,93,58.57,5.7,55.99,2.24
Capitan Bado,0,PY,1564544985,71,-23.27,-55.53,64.7,1.88
Zelenyy Bor,36,RU,1564544985,97,61.09,42.06,44.36,3.24
Zheleznogorsk-Ilimskiy,5,RU,1564544986,36,56.58,104.12,78.92,3.89
Saint-Leu,75,RE,1564544986,94,-21.15,55.28,71.6,18.34
Santa Rosa,100,AR,1564544986,46,-36.62,-64.29,55.7,9.44
Xai-Xai,0,MZ,1564544986,86,-25.04,33.64,58.94,8.08
Waterfoot,90,GB,1564544987,93,53.69,-2.25,62.01,9.17
Orel-Izumrud,40,RU,1564544987,88,43.46,39.92,73.4,8.95
Bubaque,67,GW,1564544987,84,11.28,-15.83,79.28,14.16
Flin Flon,36,CA,1564544987,63,54.77,-101.88,65.42,8.86
Mecca,19,SA,1564544707,48,21.43,39.83,80.18,6.4
Pasighat,100,IN,1564544988,99,28.06,95.33,71.18,1.92
Mount Gambier,90,AU,1564544988,71,-37.83,140.78,50.0,5.68
Kimbe,100,PG,1564544988,88,-5.56,150.15,78.38,4.61
Dmitrovsk-Orlovskiy,73,RU,1564544989,85,52.51,35.15,53.36,6.35
Ballyshannon,95,IE,1564544989,85,54.5,-8.19,56.42,7.09
Maragogi,0,BR,1564544989,95,-9.01,-35.22,68.66,4.25
Nouadhibou,0,MR,1564544989,82,20.93,-17.03,68.0,18.34
Coihaique,40,CL,1564544990,70,-45.58,-72.07,44.6,5.82
Bundaberg,40,AU,1564544990,47,-24.87,152.35,75.99,14.99
Atambua,0,ID,1564544990,67,-9.11,124.89,77.84,6.69
Saint-Louis,75,SN,1564544990,83,16.03,-16.5,80.6,11.41
Cockburn Town,19,TC,1564544837,76,21.46,-71.14,83.42,23.82
Sola,99,TZ,1564544991,64,-3.17,33.8,67.04,1.54
Chester,40,GB,1564544991,93,53.19,-2.89,62.01,16.11
Verkhoyansk,100,RU,1564544991,54,67.55,133.39,51.38,9.48
Bud,54,NO,1564544991,82,62.91,6.91,64.0,5.82
Kailua,40,US,1564544992,88,21.39,-157.74,87.8,13.87
Coquimbo,0,CL,1564544992,87,-29.95,-71.34,53.6,5.82
Westport,1,US,1564544992,69,41.14,-73.36,81.0,8.05
Kurilsk,100,RU,1564544993,95,45.23,147.88,57.32,7.02
Outjo,0,NA,1564544993,24,-20.11,16.16,48.2,1.12
Languyan,75,FR,1564544993,87,48.3,-3.83,57.99,9.17
Zhanakorgan,0,KZ,1564544993,21,43.91,67.25,90.26,11.61
Ortona,0,IT,1564544994,88,42.35,14.4,75.99,4.7
Yerbogachen,48,RU,1564544994,46,61.28,108.01,73.88,4.59
Olga,1,US,1564544994,64,34.11,-118.17,75.99,8.05
Svetlogorsk,91,RU,1564544995,58,53.14,59.15,55.4,6.71
Letlhakane,0,BW,1564544995,30,-21.42,25.59,52.82,3.96
North Platte,1,US,1564544966,73,41.12,-100.77,73.99,13.87
Jamkhandi,100,IN,1564544995,81,16.52,75.3,74.42,15.64
San Estanislao,0,PY,1564544996,83,-24.67,-56.44,63.8,2.95
Pangnirtung,23,CA,1564544996,64,66.15,-65.72,47.42,1.83
Burnie,0,AU,1564544996,52,-41.05,145.91,55.99,1.99
Suntar,100,RU,1564544996,44,62.16,117.65,65.6,4.45
Sao Jose da Coroa Grande,0,BR,1564544997,95,-8.9,-35.15,68.66,4.25
Nyuksenitsa,77,RU,1564544997,97,60.41,44.24,44.54,2.33
Nago,20,IT,1564544997,78,45.88,10.89,77.0,4.7
Haines Junction,100,CA,1564544997,69,60.75,-137.51,57.68,4.68
Gayeri,97,BF,1564544998,70,12.65,0.49,80.18,10.63
Dubbo,40,AU,1564544998,42,-32.25,148.6,64.4,13.87
Gombe,1,NG,1564544998,91,10.28,11.16,71.9,9.73
Adelaide,75,AU,1564544914,47,-34.93,138.6,55.99,5.82
Lisakovsk,100,KZ,1564544999,52,52.55,62.49,61.46,3.83
Rockport,1,US,1564544999,79,28.02,-97.05,86.0,14.99
Peterhead,75,AU,1564544999,47,-34.83,138.5,55.99,5.82
Margate,0,AU,1564544999,50,-43.03,147.26,55.0,12.75
Chicama,20,PE,1564545000,87,-7.84,-79.15,59.0,4.7
Tambovka,1,RU,1564545000,56,47.32,47.38,77.66,3.2
Sinnamary,92,GF,1564545000,79,5.38,-52.96,80.72,12.41
Ipixuna,0,BR,1564545001,94,-1.76,-48.8,75.2,5.82
Maltahohe,0,NA,1564545001,59,-24.83,16.98,34.82,3.91
Hamilton,75,CA,1564544891,83,43.26,-79.87,73.99,5.82
Menongue,0,AO,1564545001,27,-14.66,17.68,44.72,3.02
Altamira,22,BR,1564545002,81,-3.2,-52.21,74.06,1.66
Dongsheng,33,CN,1564545002,61,29.72,112.52,92.06,5.66
Boguchany,60,RU,1564545002,47,58.38,97.46,75.68,3.18
Sibu,75,MY,1564545003,70,2.29,111.83,86.0,5.82
Lompoc,75,US,1564545003,87,34.64,-120.46,66.99,8.05
Antoniny,1,UA,1564545003,97,49.81,26.86,62.54,7.29
Kirakira,100,SB,1564545003,85,-10.46,161.92,80.18,20.18
Amapa,20,HN,1564545004,88,15.09,-87.97,78.01,5.82
Karangampel,7,ID,1564545004,37,-6.46,108.44,90.44,8.72
Isangel,75,VU,1564545005,53,-19.55,169.27,75.2,9.17
Reoti,100,IN,1564544929,66,25.85,84.38,85.22,8.05
Yashan,91,CN,1564545005,52,30.81,118.02,94.22,2.75
Palmas Bellas,20,PA,1564545005,88,9.23,-80.09,78.8,8.05
Natal,40,BR,1564544967,94,-5.81,-35.21,73.4,4.7
Grindavik,0,IS,1564545006,100,63.84,-22.43,66.2,3.36
Moron,1,HT,1564545006,77,18.56,-74.26,81.62,5.64
Hammerfest,75,NO,1564545006,87,70.66,23.68,46.4,12.75
Huarmey,0,PE,1564545007,86,-10.07,-78.15,61.1,12.59
Gaoua,93,BF,1564545007,95,10.33,-3.18,72.08,5.53
Tadine,35,NC,1564545007,78,-21.55,167.88,68.84,19.75
Japura,20,ID,1564545007,55,-0.42,102.29,85.22,4.81
Hatta,100,IN,1564545008,71,24.13,79.6,84.5,8.16
Byumba,97,RW,1564545008,88,-1.58,30.06,64.0,2.1
Shakawe,0,BW,1564545008,23,-18.36,21.84,49.22,3.62
Omboue,35,GA,1564545009,89,-1.57,9.26,73.34,13.85
Honavar,100,IN,1564545009,85,14.28,74.45,80.9,17.02
Port Arthur,1,US,1564545009,100,29.9,-93.93,75.2,5.5
Champoton,75,MX,1564544944,83,19.35,-90.72,75.2,11.41
Zhigalovo,0,RU,1564545010,31,54.81,105.15,80.72,1.9
Matay,0,EG,1564545010,57,28.42,30.79,74.96,8.5
Kavarskas,1,LT,1564545010,92,55.43,24.93,45.62,4.92
Nome,1,US,1564545010,88,30.04,-94.42,75.2,5.95
Nyagan,100,RU,1564545011,73,62.14,65.43,55.16,6.98
Faya,72,SA,1564545011,52,18.39,42.45,69.8,3.71
Chibombo,0,ZM,1564545011,50,-14.68,28.09,48.32,4.07
Hambantota,76,LK,1564545012,79,6.12,81.12,81.8,15.57
Paraiso,0,BR,1564545012,100,-0.03,-51.17,78.8,1.12
Marzuq,100,YE,1564545012,68,14.4,46.47,74.78,7.83
Vardo,75,US,1564545012,88,39.62,-77.74,73.99,3.36
Xuddur,100,SO,1564545013,77,4.12,43.89,71.0,17.49
Nyurba,100,RU,1564545013,44,63.29,118.35,67.94,2.26
Los Llanos de Aridane,40,ES,1564545013,64,28.66,-17.92,71.6,20.8
Guder,100,ET,1564545013,97,8.97,37.77,53.9,3.0
Yumen,0,CN,1564545014,12,40.29,97.04,83.96,19.24
Muscat,98,OM,1564545014,94,23.6,58.55,86.0,4.7
Antofagasta,90,CL,1564545014,71,-23.65,-70.4,57.2,11.41
Ovalle,0,CL,1564545014,57,-30.6,-71.2,58.04,9.31
Thunder Bay,5,CA,1564545015,87,48.41,-89.26,60.01,4.7
Bela Palanka,0,RS,1564545015,93,43.22,22.31,64.4,4.7
Bulanash,43,RU,1564545016,82,57.28,62.0,49.76,7.81
Lunenburg,33,CA,1564545016,98,44.38,-64.32,69.01,4.16
Merauke,35,ID,1564544921,81,-8.49,140.4,76.76,21.36
Batagay-Alyta,95,RU,1564545016,59,67.8,130.41,43.28,5.12
Byron Bay,90,AU,1564545017,96,-28.65,153.62,69.01,11.41
Aginskoye,42,RU,1564545017,49,51.11,114.54,75.32,6.35
Pincher Creek,1,CA,1564545017,32,49.49,-113.95,69.01,11.41
Salta,0,AR,1564544864,81,-24.79,-65.41,50.0,2.24
Mujiayingzi,0,CN,1564545018,34,42.12,118.78,79.1,15.52
Toktogul,100,KG,1564545018,88,41.87,72.95,73.99,2.35
Asuncion,0,PY,1564545018,93,-25.3,-57.63,62.6,3.36
Coremas,81,BR,1564545018,74,-7.02,-37.95,73.34,8.37
Kokkola,0,FI,1564545019,75,63.84,23.13,48.99,12.75
Mikumi,8,TZ,1564545019,90,-7.4,36.98,59.3,2.13
Ejura,86,GH,1564545019,95,7.38,-1.37,71.72,5.7
Kalemie,22,CD,1564545019,46,-5.95,29.2,62.36,1.61
Mulege,78,MX,1564545020,64,26.88,-111.98,86.12,2.62
Samarai,100,PG,1564545020,90,-10.62,150.67,73.34,8.05
Lumphat,98,KH,1564545020,92,13.5,106.97,77.48,6.17
Smithers,90,CA,1564544820,82,54.78,-127.17,55.4,4.7
Campbell River,90,CA,1564545021,82,50.02,-125.24,66.2,6.93
Mayumba,0,GA,1564545021,94,-3.44,10.65,70.46,8.19
Lujiang,20,CN,1564545021,50,31.26,117.28,96.8,4.47
Arman,100,RU,1564545021,79,59.7,150.17,55.88,3.0
